municipio_id,municipio_nombre,establecimiento_id,establecimiento_nombre,region_educativa,clave,cueanexo,modalidad,nivel,direccion,telefono,rpv,email,sector,dependencia,tipo_organizacion,area,ambito,desfavorabilidad,subvencion,sede_axo_ext,categoria,depend_func,cui,periodo,matricula,varones,mujeres,secciones,turnos,cue,anexo,nro_escuela,longitud,latitud
6532,Mercedes,5777,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""JORGE ÁLVAREZ DE LA OTEZA""",Región 10,0070MS0001,60609500,Educación Común,Nivel Secundario,47 E/ 28 Y 30 - 693,2324-43-1589,,secundaria1mercedes@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,INTERIOR,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,607000106,Final 2025,450,207,243,18,"MAÑANA,TARDE,VESPERTINO",606095,0,1,-59.44165290355851,-34.646736702836364
6532,Mercedes,5778,CENTRO EDUCATIVO DE NIVEL SECUNDARIO N°452,Región 10,0070DM0452,60727700,Educación de Jóvenes y Adultos,Nivel Secundario,27 (UNIDAD PENITENCIARIA 5) - 1174,2324-42-7952,60841,oscaralbertovilla2015@gmail.com,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),INTERIOR,Urbano,2,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",607000077,Final 2025,197,196,1,9,"MAÑANA,NOCHE,TARDE",607277,0,452,-59.4279749128745,-34.640371764615814
6532,Mercedes,5779,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""FLORENTINO AMEGHINO""",Región 10,0070MS0003,60761500,Educación Común,Nivel Secundario,17 E/30 Y 32 - 725,2324-42-6044,,secretariaees3@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607000446,Final 2025,672,303,369,28,"MAÑANA,TARDE",607615,0,3,-59.42611499011456,-34.6491865217404
6532,Mercedes,5780,"CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº451 ""PROF. JUAN A. CANGELOSI""",Región 10,0070DM0451,61152000,Educación de Jóvenes y Adultos,Nivel Secundario,26 - 739,2324-42-6849,60849,marceloaleponti@yahoo.com.ar,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),INTERIOR,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",607000110,Final 2025,308,125,183,13,"NOCHE,VESPERTINO",611520,0,451,-59.43261393354836,-34.650233061013765
6532,Mercedes,5781,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""CAP. GRAL JUSTO J. DE URQUIZA""",Región 10,0070MS0005,60609400,Educación Común,Nivel Secundario,29 E/36 Y 38. - 874,2324-51-2046,,gra.mi.ca@hotmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607000201,Final 2025,566,247,319,21,"MAÑANA,TARDE",606094,0,5,-59.43010241423161,-34.64560135574866
6532,Mercedes,5783,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 ""NUESTRA SEÑORA DE LAS MERCEDES""",Región 10,0070MT0001,60960500,Educación Técnico Profesional,Nivel Secundario,31 E/2 Y 4 - 51,2324-42-1247,60810,eet1mercedes@yahoo.com.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,INTERIOR,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Técnico Profesional,607000479,Final 2025,506,366,140,24,"MAÑANA,TARDE,VESPERTINO",609605,0,1,-59.435826818352815,-34.659389054261254
6539,Merlo,5889,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº 1 "" DR. BERNARDO ALBERTO HOUSSAY""",Región 8,0071MS0001,60919100,Educación Común,Nivel Secundario,MAESTRO GONZALEZ - 7,220-483-8032,,eemnelmastil@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100359,Final 2025,699,385,314,20,VESPERTINO,609191,0,1,-58.7236440808343,-34.673370475736725
6539,Merlo,5890,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DR. MARIANO ACOSTA""",Región 8,0071MS0002,61185800,Educación Común,Nivel Secundario,DESEADO - 1525,220-499-8146,,secundaria2merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100363,Final 2025,995,455,540,38,"MAÑANA,TARDE",611858,0,2,-58.79567482593195,-34.72564942627969
6539,Merlo,5891,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""COMISARIO JOSÉ GREGORIO ROSSI""",Región 8,0071MS0003,60859300,Educación Común,Nivel Secundario,SULLIVAN E/ INSPECTOR GRAL. HERITIER Y COMISARIO INSPECTOR FENTANES - 1200,220-482-3794,,secundaria3merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100371,Final 2025,734,375,359,30,"MAÑANA,TARDE",608593,0,3,-58.71122681412567,-34.65327565652222
6539,Merlo,5892,"ESCUELA DE EDUCACION SECUNDARIA Nº4 ""LEONARDO DA VINCI""",Región 8,0071MS0004,61030900,Educación Técnico Profesional,Nivel Secundario,VICTOR MERCANTE Y ZAPIOLA - 137,220-497-2856,,secundaria4merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100424,Final 2025,13,6,7,1,"MAÑANA,TARDE",610309,0,4,-58.68791986023994,-34.69052346530813
6539,Merlo,5892,"ESCUELA DE EDUCACION SECUNDARIA Nº4 ""LEONARDO DA VINCI""",Región 8,0071MS0004,61030900,Educación Común,Nivel Secundario,VICTOR MERCANTE Y ZAPIOLA - 137,220-497-2856,,secundaria4merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100424,Final 2025,1049,498,551,36,"MAÑANA,TARDE",610309,0,4,-58.68791986023994,-34.69052346530813
6539,Merlo,5893,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,Región 8,0071MS0005,60933000,Educación Común,Nivel Secundario,RAWSON - 4541,220-480-3222,,secundaria5merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100385,Final 2025,1009,457,552,40,"MAÑANA,TARDE",609330,0,5,-58.74036987413157,-34.696740578495515
6539,Merlo,5894,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""ISLAS DEL ATLANTICO SUR""",Región 8,0071MS0006,61181500,Educación Común,Nivel Secundario,CORONDA E/ MALDONADO Y VIGIL - 2451,220-493-0183,,ees6merlo@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100392,Final 2025,892,404,488,30,"MAÑANA,TARDE,VESPERTINO",611815,0,6,-58.723354743725785,-34.71331233579525
6539,Merlo,5895,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,Región 8,0071MS0007,61181600,Educación Común,Nivel Secundario,CURUPAYTI - 714,220-489-5293,22002,secundaria7merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100407,Final 2025,615,303,312,29,"MAÑANA,TARDE,VESPERTINO",611816,0,7,-58.75571202990741,-34.66859763765615
6539,Merlo,5896,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,Región 8,0071MS0008,60403200,Educación Común,Nivel Secundario,VELARDE Y HORNOS - S/N,220-497-6608,68832,ees_8merlo@outlook.com.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100411,Final 2025,668,339,329,30,"MAÑANA,TARDE",604032,0,8,-58.669372129042976,-34.697406971490835
6539,Merlo,5897,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,Región 8,0071MS0009,61185600,Educación Común,Nivel Secundario,LEANDRO N. ALEM - 1588,220-482-5893,61478,polimodal9071@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607101195,Final 2025,912,418,494,34,"MAÑANA,TARDE",611856,0,9,-58.71986532520516,-34.67931768284315
6539,Merlo,5898,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,Región 8,0071MS0010,60995200,Educación Común,Nivel Secundario,NUEVE DE JULIO Y DARDO ROCHA - S/N,220-494-0618,,secundaria10merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607101202,Final 2025,761,360,401,27,"MAÑANA,TARDE",609952,0,10,-58.70202740910657,-34.68070869858576
6539,Merlo,5899,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5,Región 8,0071MT0005,61090700,Educación Técnico Profesional,Nivel Secundario,MALVINAS - 1715,-,,eest5merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,607101819,Final 2025,1399,803,596,53,"MAÑANA,TARDE",610907,0,5,-58.68931523159876,-34.693194934003614
6539,Merlo,5900,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº463,Región 8,0071DM0463,61030800,Educación de Jóvenes y Adultos,Nivel Secundario,V. MERCANTE Y ZAPIOLA - S/N,220-497-1188,61432,cens463.libertad@gmail.com,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Primera,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",607100424,Final 2025,367,186,181,16,VESPERTINO,610308,0,463,-58.68792976870024,-34.69049993080381
6539,Merlo,5901,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,Región 8,0071MS0013,60932900,Educación Común,Nivel Secundario,A RODRÍGUEZ - 5200,-,,secundaria13merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100430,Final 2025,634,295,339,23,"MAÑANA,TARDE,VESPERTINO",609329,0,13,-58.74823311682789,-34.698370183597575
6539,Merlo,5902,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº465,Región 8,0071DM0465,60758400,Educación de Jóvenes y Adultos,Nivel Secundario,RAWSON - 4541,220-492-8072,61444,cens465merlo@abc.gob.ar,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Primera,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",607100385,Final 2025,338,151,187,17,NOCHE,607584,0,465,-58.740386566016014,-34.6967594628967
6539,Merlo,5903,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,Región 8,0071MS0015,60687000,Educación Común,Nivel Secundario,ISABEL DE BARNES - 4320,220-492-0200,,secundaria15merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607101218,Final 2025,884,408,476,30,"MAÑANA,TARDE",606870,0,15,-58.69842862393352,-34.7499656773529
6539,Merlo,5904,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº16 ""MANUEL BELGRANO""",Región 8,0071MS0016,61185700,Educación Común,Nivel Secundario,JUAN MANUEL DE ROSAS Y JUJUY - 890,220-482-5469,,secundaria16merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100448,Final 2025,1933,918,1015,60,"MAÑANA,TARDE,VESPERTINO",611857,0,16,-58.7302848494416,-34.666772215336195
6539,Merlo,5905,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,Región 8,0071MS0017,61184800,Educación Común,Nivel Secundario,AV. RICARDO BALBÍN - 1395,220-482-3482,61410,mm071017@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607102655,Final 2025,645,273,372,36,"MAÑANA,TARDE,VESPERTINO",611848,0,17,-58.73754387688007,-34.665992914380595
6539,Merlo,5906,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº455,Región 8,0071DM0455,60938700,Educación de Jóvenes y Adultos,Nivel Secundario,DE ROMA Y LOS FRANCESES - S/N,220-492-5045,61519,direccioncens455pontevedra@gmail.com,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",607100344,Final 2025,193,70,123,7,NOCHE,609387,0,455,-58.70300465244201,-34.748883101973185
6539,Merlo,5907,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19 JUANA AZURDUY,Región 8,0071MS0019,60862300,Educación Común,Nivel Secundario,11 DE NOVIEMBRE E/ALBERDI Y  LAMARTINE - 5700,220-482-5450,,secundaria19merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607100566,Final 2025,879,405,474,33,"MAÑANA,TARDE",608623,0,19,-58.69327872733064,-34.676097171846585
6539,Merlo,5908,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº451,Región 8,0071DM0451,61201600,Educación de Jóvenes y Adultos,Nivel Secundario,MARIO BRAVO - 2305,220-494-2076,,cens451merlo@abc.gob.ar,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",607100080,Final 2025,97,33,64,6,"MAÑANA,TARDE,VESPERTINO",612016,0,451,-58.69454632047936,-34.68879428534611
6539,Merlo,5909,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 ""INGENIERO FRANCISCO E. URONDO""",Región 8,0071MT0001,60919200,Educación Técnico Profesional,Nivel Secundario,AVENIDA REAL - 161,220-485-8185,61434,info@tecnica1merlo.edu.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,607101772,Final 2025,1785,1444,341,55,"MAÑANA,NOCHE,TARDE",609192,0,1,-58.7217327525638,-34.67417067563576
6539,Merlo,5910,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 ""REPÚBLICA DE VENEZUELA""",Región 8,0071MT0002,60919300,Educación Técnico Profesional,Nivel Secundario,GÜEMES - 2391,220-482-1231,61406,tecnica2merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,607101786,Final 2025,2162,1373,789,79,"MAÑANA,TARDE,VESPERTINO",609193,0,2,-58.72800068735664,-34.66139663862333
6539,Merlo,5911,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº3,Región 8,0071MT0003,60859600,Educación Técnico Profesional,Nivel Secundario,EL ALGARROBO Y ECHEVERRIA - 223,220-486-3633,61491,eest3merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,607101793,Final 2025,670,533,137,24,"MAÑANA,TARDE,VESPERTINO",608596,0,3,-58.68583837985406,-34.67327354667754
6539,Merlo,5912,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4,Región 8,0071MT0004,60992500,Educación Técnico Profesional,Nivel Secundario,FLEMING - 4133,220-4804-0784,61499,eest4merlo@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,607101803,Final 2025,646,409,237,23,"MAÑANA,TARDE,VESPERTINO",609925,0,4,-58.73270434987727,-34.698193274918495
6560,Moreno,6111,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""MANUEL BELGRANO""",Región 9,0073MS0001,61078000,Educación Común,Nivel Secundario,PAYSANDÚ - 203,237-462-1218,,secundaria1moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607302791,Final 2025,1239,628,611,43,"MAÑANA,TARDE",610780,0,1,-58.79858310779499,-34.64528836817539
6560,Moreno,6112,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""MARINA VILTE""",Región 9,0073MS0002,61017100,Educación Común,Nivel Secundario,JUSTO DARACT - 2646,237-462-6593,+,secundaria2moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607300350,Final 2025,976,465,511,36,"MAÑANA,TARDE",610171,0,2,-58.78399538897548,-34.640909753382054
6560,Moreno,6113,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""JOSÉ HERNANDEZ""",Región 9,0073MS0003,60945800,Educación Común,Nivel Secundario,LUJAN - 4,237-463-2176,,media3moreno@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607300275,Final 2025,1097,560,537,49,"MAÑANA,TARDE,VESPERTINO",609458,0,3,-58.76439263530287,-34.65813184675493
6560,Moreno,6114,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""CRISTO OBRERO""",Región 9,0073MS0004,60863500,Educación Común,Nivel Secundario,G. GALILEI Y O'BRIEN - S/N,237-468-1404,,media4moreno@uahoo.com.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607300418,Final 2025,831,418,413,35,"MAÑANA,TARDE",608635,0,4,-58.760715286030845,-34.62104296175824
6560,Moreno,6116,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""JUANA AZURDUY""",Región 9,0073MS0006,60962200,Educación Común,Nivel Secundario,COLOMBIA E/ PERU Y BOLIVIA - 846,237-468-1222,68681,secundaria6moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607301305,Final 2025,772,389,383,30,"MAÑANA,TARDE",609622,0,6,-58.79257003078176,-34.62526158215598
6560,Moreno,6117,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""HEROÍNAS DE MALVINAS""",Región 9,0073MS0007,60961800,Educación Común,Nivel Secundario,SOLÓN - 1901,11-15-2558-7352,,secundaria7moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607301314,Final 2025,756,375,381,30,"MAÑANA,TARDE,VESPERTINO",609618,0,7,-58.7889600525897,-34.605349341790514
6560,Moreno,6118,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 ""MARÍA EVA DUARTE DE PERÓN""",Región 9,0073MT0004,60644700,Educación Técnico Profesional,Nivel Secundario,CHILAVERT - 2401,237-462-6599,,eest4moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,607301913,Final 2025,807,473,334,30,"MAÑANA,TARDE,VESPERTINO",606447,0,4,-58.82090241731218,-34.629641127635594
6560,Moreno,6119,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 ""PRESIDENTE JUAN D. PERÓN""",Región 9,0073MT0005,60855200,Educación Técnico Profesional,Nivel Secundario,QUIRNO COSTA Y LUIS AGOTE - S/N,2320-45-0825,,eestn5moreno@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,607301921,Final 2025,1222,676,546,38,"MAÑANA,TARDE,VESPERTINO",608552,0,5,-58.813962221378894,-34.53156782729311
6560,Moreno,6120,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº10 ""16 DE SETIEMBRE""",Región 9,0073MS0010,60614800,Educación Común,Nivel Secundario,LISANDRO DE LA TORRE ESQ. PARAGUAY - 915,237-468-0030,,secundaria10.moreno@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607301322,Final 2025,690,349,341,24,"MAÑANA,TARDE",606148,0,10,-58.78336845269136,-34.61793143478757
6560,Moreno,6121,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº11 ""MADRES Y ABUELAS DE PLAZA DE MAYO""",Región 9,0073MS0011,61299500,Educación Común,Nivel Secundario,MOCTEZUMA - 580,237-487-1987,45127,secundaria11moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607301333,Final 2025,640,292,348,21,"MAÑANA,TARDE",612995,0,11,-58.85162788272013,-34.631547399892305
6560,Moreno,6122,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº12 ""CATARATAS DEL IGUAZU""",Región 9,0073MS0012,60618300,Educación Común,Nivel Secundario,TABLADA - 10432,237-481-2610,,ees12moreno@hotmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607301346,Final 2025,988,517,471,37,"MAÑANA,TARDE",606183,0,12,-58.75663751933947,-34.583001014316146
6560,Moreno,6123,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº13 ""CECILIA GRIERSON""",Región 9,0073MS0013,60855100,Educación Común,Nivel Secundario,SGTO ROMERO - 6296,237-481-0555,,mm073013@hotmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607300140,Final 2025,763,345,418,28,"MAÑANA,TARDE",608551,0,13,-58.75048322402096,-34.60198292687024
6560,Moreno,6124,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,Región 9,0073MS0014,60553200,Educación Común,Nivel Secundario,CENTENARIO - 2200,237-4666146/4661945,62944,secundaria14moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,607300456,Final 2025,426,211,215,13,"MAÑANA,TARDE",605532,0,14,-58.798333808149685,-34.66999473287768
6560,Moreno,6125,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº15 ""MARÍA CRISTINA COURNOU""",Región 9,0073MS0015,61017700,Educación Común,Nivel Secundario,MISIONES Y AVELLANEDA - 2986,11-5926-7342,,secundaria15moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,607301351,Final 2025,375,190,185,19,"MAÑANA,TARDE",610177,0,15,-58.75220932519957,-34.64115599315422
6560,Moreno,6125,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº15 ""MARÍA CRISTINA COURNOU""",Región 9,0073MS0015,61017700,Educación Técnico Profesional,Nivel Secundario,MISIONES Y AVELLANEDA - 2986,11-5926-7342,,secundaria15moreno@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,607301351,Final 2025,11,11,0,1,"MAÑANA,TARDE",610177,0,15,-58.75220932519957,-34.64115599315422
6560,Moreno,6126,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº16 ""FLORENCIO MOLINA CAMPOS""",Región 9,0073MS0016,60625300,Educación Común,Nivel Secundario,M Y L DE LA VEGA - 254,237-463-6304,,media16moreno@yahoo.com.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,607301367,Final 2025,638,307,331,24,"MAÑANA,TARDE",606253,0,16,-58.78446871835609,-34.65515892034756
6560,Moreno,6127,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº452,Región 9,0073DM0452,61299000,Educación de Jóvenes y Adultos,Nivel Secundario,MAGDALENA Y FELIX DE AZARA - S/N,237-481-5517,62956,dielco_75@hotmail.com,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",607300366,Final 2025,294,100,194,9,"TARDE,VESPERTINO",612990,0,452,-58.76129135899305,-34.58512217445119
6560,Moreno,6128,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº451,Región 9,0073DM0451,60335500,Educación de Jóvenes y Adultos,Nivel Secundario,BARTOLOME MITRE - 1108,11-5860-7763,62943,cens451moreno@abc.gob.ar,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",607300252,Final 2025,619,272,347,13,NOCHE,603355,0,451,-58.79574312272762,-34.64767551446748
